Fly_index,Stimulation,Fly_line,Experiment,Slope[mm/sÂ²],Backward distance traveled [mm],Vmin [mm/s]
45,on1,M0MDN3-IF40,M0MDN3-IF30_200724_142301_s0a0_p6-0,-35.37845711856279,-19.48108048092334,-11.27061754726358
46,on1,M0MDN3-IF40,M0MDN3-IF30_200806_095902_s0a0_p6-0,-11.094513789446438,-0.029335483920851137,-0.7691856323552023
47,on1,M0MDN3-IF40,M0MDN3-IF34_200724_131640_s0a0_p6-0,-39.19115129793597,-10.984321162725193,-7.550934098755974
48,on1,M0MDN3-IF40,M0MDN3-IF26_200730_105801_s0a0_p6-0,-24.77186383447647,-0.18744166766013692,-3.1891706774799857
49,on1,M0MDN3-IF40,M0MDN3-IF26_200813_090907_s0a0_p6-0,-48.49808408424986,-12.482457776098606,-10.499295861650708
50,on1,M0MDN3-IF40,M0MDN3-IF26_200717_112413_s0a0_p6-0,-81.62218468204253,-27.151384918224135,-16.623356259434264
51,on1,M0MDN3-IF40,M0MDN3-IF20_200714_090130_s0a0_p6-0,-13.983934910960802,-11.559348505580394,-8.983803086724574
52,on1,M0MDN3-IF40,M0MDN3-IF20_200728_091620_s0a0_p6-0,-4.313193473154462,-5.6451653573218366,-5.293785203023923
53,on1,M0MDN3-IF40,M0MDN3-IF11_200717_095716_s0a0_p6-0,-24.77171286929908,-6.936186015276819,-4.488575004958742
54,on1,M0MDN3-IF40,M0MDN3-IF11_200702_114201_s0a0_p6-0,-7.563401607691799,-4.42908108470734,-6.565047425020884
55,on1,M0MDN3-IF40,M0MDN3-IF11_200730_101601_s0a0_p6-0,-27.90975237588377,-8.259942002670618,-5.108854269581179
56,on1,M0MDN3-IF40,M0MDN3-IF3_200626_111806_s0a0_p6-0,-95.22169106104825,-8.765421089508594,-12.611830355669928
57,on1,M0MDN3-IF40,M0MDN3-IF3_200724_091136_s0a0_p6-0,-36.18878145685448,-15.587194998775331,-10.266115145920082
58,on1,M0MDN3-IF40,M0MDN3-IF3_200710_103901_s0a0_p6-0,-31.846815393352642,-5.8349848134902755,-7.451362196575438
59,on1,M0MDN3-IF40,M0MDN3-IF22_200714_093235_s0a0_p6-0,-8.138908154884334,-8.531656202147351,-7.035616611365674
60,on1,M0MDN3-IF40,M0MDN3-IF22_200728_092244_s0a0_p6-0,-8.724544310408383,-2.6711140387889305,-5.207082098288401
61,on1,M0MDN3-IF40,M0MDN3-IF1_200626_103303_s0a0_p6-0,-8.282721397016765,-6.283502077030644,-4.4316830781224406
62,on1,M0MDN3-IF40,M0MDN3-IF1_200710_103631_s0a0_p6-0,-16.355595826062153,-2.857653388669022,-7.3765818606289395
63,on1,M0MDN3-IF40,M0MDN3-IF16_200806_092512_s0a0_p6-0,-50.394374383179006,-9.390199798813114,-7.582908817003809
64,on1,M0MDN3-IF40,M0MDN3-IF16_200724_104618_s0a0_p6-0,-6.386953561645204,-6.3161831155122865,-3.907684386372107
65,on1,M0MDN3-IF40,M0MDN3-IF16_200710_125100_s0a0_p6-0,-43.29497481850007,-18.416018724787783,-8.861048791270532
66,on1,M0MDN3-IF40,M0MDN3-IF13_200806_084957_s0a0_p6-0,-18.87408582013533,-8.47935021637318,-4.915225351053641
67,on1,M0MDN3-IF40,M0MDN3-IF13_200724_095013_s0a0_p6-0,-101.67479518900785,-10.140872289295684,-10.322789932806662
68,on1,M0MDN3-IF40,M0MDN3-IF13_200710_111458_s0a0_p6-0,-29.66592944378396,-10.231262915381306,-10.071866028143422
69,on1,M0MDN3-IF40,M0MDN3-IF19_200728_091015_s0a0_p6-0,-25.501216250694252,-3.9956420688876664,-3.6365381314194147
70,on1,M0MDN3-IF40,M0MDN3-IF19_200714_085128_s0a0_p6-0,-2.6347978188624914,-5.0853163277802915,-3.338059263289053
71,on1,M0MDN3-IF40,M0MDN3-IF19_200811_091609_s0a0_p6-0,-3.385900247641581,-3.402258612558812,-3.3470056819509915
72,on1,M0MDN3-IF40,M0MDN3-IF7_200730_093706_s0a0_p6-0,-26.52744444847312,-13.776484288178256,-7.853417622376947
73,on1,M0MDN3-IF40,M0MDN3-IF7_200717_091116_s0a0_p6-0,-14.899102125750753,-2.326228712931801,-4.087842919171564
74,on1,M0MDN3-IF40,M0MDN3-IF7_200702_101710_s0a0_p6-0,-11.300809077970463,-8.57796994043759,-6.235080150217006
75,on1,M0MDN3-IF40,M0MDN3-IF14_200724_100137_s0a0_p6-0,-85.2653876301108,-9.216662238119042,-10.599068512186113
76,on1,M0MDN3-IF40,M0MDN3-IF14_200710_121555_s0a0_p6-0,-73.3399287240721,-17.931865147885006,-10.22434963195719
77,on1,M0MDN3-IF40,M0MDN3-IF14_200806_085601_s0a0_p6-0,,,
78,on1,M0MDN3-IF40,M0MDN3-IF23_200717_104901_s0a0_p6-0,,,
79,on1,M0MDN3-IF40,M0MDN3-IF23_200813_084503_s0a0_p6-0,-9.708024910273304,-17.87795556868086,-7.909653796624784
80,on1,M0MDN3-IF40,M0MDN3-IF23_200730_102502_s0a0_p6-0,-18.33776593228881,-5.801981213555653,-3.7357530317697467
81,on1,M0MDN3-IF40,M0MDN3-IF6_200702_100502_s0a0_p6-0,,,
82,on1,M0MDN3-IF40,M0MDN3-IF6_200730_093001_s0a0_p6-0,-32.36761601285252,-3.922521577577045,-7.9670566238653455
83,on1,M0MDN3-IF40,M0MDN3-IF6_200717_090558_s0a0_p6-0,-33.838920904649676,-2.4105222577830174,-7.654308931856213
84,on1,M0MDN3-IF40,M0MDN3-IF38_200724_114101_s0a0_p6-0,,,
85,on1,M0MDN3-IF40,M0MDN3-IF38_200807_093902_s0a0_p6-0,-23.062400085640913,-18.331719311266934,-10.317265633831678
86,on1,M0MDN3-IF40,M0MDN3-IF32_200820_091902_s0a0_p6-0,-4.255686759611,-8.97939300950717,-6.234230029563391
87,on1,M0MDN3-IF40,M0MDN3-IF32_200807_082912_s0a0_p6-0,-8.900415247484469,-3.966930309492857,-3.5248619360432047
88,on1,M0MDN3-IF40,M0MDN3-IF32_200724_140200_s0a0_p6-0,-25.72584062911983,-2.561023157722821,-8.725475985262245
89,on1,M0MDN3-IF40,M0MDN3-IF36_200820_102102_s0a0_p6-0,-15.914220733387253,-10.468936549271675,-6.4111441015580235
90,on1,M0MDN3-IF40,M0MDN3-IF36_200807_091901_s0a0_p6-0,-37.47395782447134,-5.821493773806184,-5.012452640723853
91,on1,M0MDN3-IF40,M0MDN3-IF36_200724_123600_s0a0_p6-0,-12.638092040453413,-20.03244107609087,-10.43176529186803
92,on1,M0MDN3-IF40,M0MDN3-IF8_200717_092001_s0a0_p6-0,-27.54571267072327,-0.9952067729446263,-6.450260890423352
93,on1,M0MDN3-IF40,M0MDN3-IF8_200702_104658_s0a0_p6-0,-81.31435501739224,-14.906536607187011,-9.4825653285106
94,on1,M0MDN3-IF40,M0MDN3-IF8_200730_094645_s0a0_p6-0,,,
95,on1,M0MDN3-IF40,M0MDN3-IF5_200626_113528_s0a0_p6-0,-100.31645454572124,-8.478506123337374,-16.861844732830498
96,on1,M0MDN3-IF40,M0MDN3-IF5_200724_092230_s0a0_p6-0,-15.472593698124143,-4.7978062264463235,-3.731580835359674
97,on1,M0MDN3-IF40,M0MDN3-IF5_200710_102306_s0a0_p6-0,-29.13480612676373,-10.84941408316675,-6.977632941635559
98,on1,M0MDN3-IF40,M0MDN3-IF28_200724_144300_s0a0_p6-0,-68.99865266264996,-17.52255273389288,-15.200835342766407
99,on1,M0MDN3-IF40,M0MDN3-IF15_200710_120751_s0a0_p6-0,-1.3770485940288146,-4.582894051148758,-4.95825819429601
100,on1,M0MDN3-IF40,M0MDN3-IF15_200806_090507_s0a0_p6-0,-7.946405311598302,-2.0430214324215537,-4.999678306802042
101,on1,M0MDN3-IF40,M0MDN3-IF15_200724_105907_s0a0_p6-0,-9.188578352274407,-7.504174791381091,-5.922289766332131
102,on1,M0MDN3-IF40,M0MDN3-IF17_200724_104101_s0a0_p6-0,-8.032800386372228,-7.3908507057104895,-5.217217067114929
103,on1,M0MDN3-IF40,M0MDN3-IF17_200710_124201_s0a0_p6-0,-60.4609939991761,-11.39333738571745,-8.823160093556776
104,on1,M0MDN3-IF40,M0MDN3-IF24_200813_090020_s0a0_p6-0,-30.11594523848267,-10.180267066731945,-6.333818081456101
105,on1,M0MDN3-IF40,M0MDN3-IF24_200717_104007_s0a0_p6-0,-62.543983678805056,0.0,2.9884952078858804
106,on1,M0MDN3-IF40,M0MDN3-IF24_200730_103806_s0a0_p6-0,-61.2922421718896,-13.176820335024203,-9.480205035681271
0,on2,M0MDN3-IF40,M0MDN3-IF40_200820_104545_s0a0_p6-0,-53.062105145160444,-18.9041356533813,-14.817851407705788
1,on2,M0MDN3-IF40,M0MDN3-IF40_200724_111904_s0a0_p6-0,-50.66696203650535,-11.986747625750233,-11.008083333103873
2,on2,M0MDN3-IF40,M0MDN3-IF40_200807_095501_s0a0_p6-0,-80.40921549392759,-1.5676371545270777,-7.164238196216548
3,on2,M0MDN3-IF40,M0MDN3-IF9_200702_105651_s0a0_p6-0,-33.83315259192991,-13.17093169878136,-7.973596938114418
4,on2,M0MDN3-IF40,M0MDN3-IF9_200717_094831_s0a0_p6-0,-38.89876225203536,-9.331646959750493,-7.949332084146471
5,on2,M0MDN3-IF40,M0MDN3-IF2_200724_090802_s0a0_p6-0,-34.40233746164757,-14.435792071358563,-6.745086625590476
6,on2,M0MDN3-IF40,M0MDN3-IF2_200626_104416_s0a0_p6-0,,,
7,on2,M0MDN3-IF40,M0MDN3-IF2_200710_102600_s0a0_p6-0,-19.474110508258253,-5.9118403111140125,-5.318313223237279
8,on2,M0MDN3-IF40,M0MDN3-IF25_200813_090614_s0a0_p6-0,-20.115117432610468,-14.216761801398189,-6.107183573585511
9,on2,M0MDN3-IF40,M0MDN3-IF25_200730_105105_s0a0_p6-0,,,
10,on2,M0MDN3-IF40,M0MDN3-IF25_200717_111201_s0a0_p6-0,,,
11,on2,M0MDN3-IF40,M0MDN3-IF29_200724_143700_s0a0_p6-0,-32.06468310461846,-18.258847148359212,-9.696208520862477
12,on2,M0MDN3-IF40,M0MDN3-IF33_200820_094301_s0a0_p6-0,-2.2801108350034656,-2.0210494366528615,-2.763552752820419
13,on2,M0MDN3-IF40,M0MDN3-IF33_200807_084402_s0a0_p6-0,-13.346782374197408,-10.37490004244225,-6.4241836137705395
14,on2,M0MDN3-IF40,M0MDN3-IF33_200724_132700_s0a0_p6-0,-35.15877175191515,-3.047101728589776,-9.904232211558972
15,on2,M0MDN3-IF40,M0MDN3-IF39_200807_095201_s0a0_p6-0,-19.71736028631325,-1.7647854525754805,-4.5243983321748615
16,on2,M0MDN3-IF40,M0MDN3-IF39_200820_104212_s0a0_p6-0,-70.55994775209598,-6.306588264415322,-8.880147786418602
17,on2,M0MDN3-IF40,M0MDN3-IF39_200724_113202_s0a0_p6-0,-83.32933163575599,-2.7537363702347175,-11.500570549739056
18,on2,M0MDN3-IF40,M0MDN3-IF10_200702_113303_s0a0_p6-0,-23.3010305335114,-1.1518280128086824,-5.522242222117947
19,on2,M0MDN3-IF40,M0MDN3-IF10_200717_095400_s0a0_p6-0,-29.454260003764546,-0.41775856555745916,-4.956759184588374
20,on2,M0MDN3-IF40,M0MDN3-IF37_200724_124926_s0a0_p6-0,-5.961823316987625,-7.046635997375671,-9.621522486652953
21,on2,M0MDN3-IF40,M0MDN3-IF37_200807_092201_s0a0_p6-0,-25.02174176146698,-4.700448505041019,-4.6519161417531745
22,on2,M0MDN3-IF40,M0MDN3-IF37_200820_103001_s0a0_p6-0,-10.144726125755136,-1.6561687603920014,-4.4652736465594325
23,on2,M0MDN3-IF40,M0MDN3-IF31_200820_090938_s0a0_p6-0,-14.878302832449961,-0.3282079454600342,-3.132644217338114
24,on2,M0MDN3-IF40,M0MDN3-IF31_200724_141409_s0a0_p6-0,,,
25,on2,M0MDN3-IF40,M0MDN3-IF31_200806_100206_s0a0_p6-0,-77.89445059197773,-17.841319887075645,-16.48522070966185
26,on2,M0MDN3-IF40,M0MDN3-IF21_200728_091903_s0a0_p6-0,-39.401445595572945,-10.210532442400645,-6.372274234272722
27,on2,M0MDN3-IF40,M0MDN3-IF21_200714_092630_s0a0_p6-0,,,
28,on2,M0MDN3-IF40,M0MDN3-IF21_200811_085502_s0a0_p6-0,-28.284329179126214,-10.799770181017237,-6.050254966461114
29,on2,M0MDN3-IF40,M0MDN3-IF27_200819_083450_s0a0_p6-0,-4.5886516893861184,-7.7298783230963695,-5.754421847156734
30,on2,M0MDN3-IF40,M0MDN3-IF27_200804_085004_s0a0_p6-0,-39.25540613771353,-14.00091083445393,-8.249245310290844
31,on2,M0MDN3-IF40,M0MDN3-IF27_200720_083000_s0a0_p6-0,-9.637154283309668,-5.0630626278593445,-7.262016803878304
32,on2,M0MDN3-IF40,M0MDN3-IF12_200710_111204_s0a0_p6-0,-40.524777703080105,-11.354739831847944,-7.609958095430955
33,on2,M0MDN3-IF40,M0MDN3-IF12_200806_084424_s0a0_p6-0,-22.423871318363705,-2.740781956017689,-5.993491241898691
34,on2,M0MDN3-IF40,M0MDN3-IF12_200724_094302_s0a0_p6-0,-71.47989683576101,-8.887759254247124,-9.288412001833404
35,on2,M0MDN3-IF40,M0MDN3-IF4_200710_104401_s0a0_p6-0,-19.365556341674115,-3.0982726898752024,-3.934616724642429
36,on2,M0MDN3-IF40,M0MDN3-IF4_200626_112818_s0a0_p6-0,-44.86252357758083,-6.6918256456664755,-12.720735636195206
37,on2,M0MDN3-IF40,M0MDN3-IF4_200724_092500_s0a0_p6-0,-7.242606599589132,-0.8977637585343093,-3.5229828968826973
38,on2,M0MDN3-IF40,M0MDN3-IF18_200811_091010_s0a0_p6-0,-25.310420328957687,-0.3049458025637336,-3.8386185626574303
39,on2,M0MDN3-IF40,M0MDN3-IF18_200714_084259_s0a0_p6-0,-21.387596747914394,-6.690060260057782,-4.338674951312396
40,on2,M0MDN3-IF40,M0MDN3-IF18_200728_091310_s0a0_p6-0,-16.53026194066103,-5.85596293050287,-4.493506454306182
41,on2,M0MDN3-IF40,M0MDN3-IF35_200807_090419_s0a0_p6-0,-8.183752624723203,-0.5993478126937581,-2.8306453785672088
42,on2,M0MDN3-IF40,M0MDN3-IF35_200820_095800_s0a0_p6-0,-56.78509475157346,-17.364952698249265,-9.974425311186955
43,on2,M0MDN3-IF40,M0MDN3-IF35_200724_130101_s0a0_p6-0,-27.479518523225483,-3.680594060847838,-6.088519040627967
44,on2,M0MDN3-IF40,M0MDN3-IF30_200820_090602_s0a0_p6-0,-6.03050977083725,-1.3680181217185616,-3.1168328920346378
45,on2,M0MDN3-IF40,M0MDN3-IF30_200724_142301_s0a0_p6-0,,,
46,on2,M0MDN3-IF40,M0MDN3-IF30_200806_095902_s0a0_p6-0,-12.935842663913634,-10.919397537948859,-5.411376389250168
47,on2,M0MDN3-IF40,M0MDN3-IF34_200724_131640_s0a0_p6-0,-19.91530686728226,-7.75921696476597,-6.56666748010189
48,on2,M0MDN3-IF40,M0MDN3-IF26_200730_105801_s0a0_p6-0,-25.115375014521426,-8.975642799852682,-6.1955696034603704
49,on2,M0MDN3-IF40,M0MDN3-IF26_200813_090907_s0a0_p6-0,,,
50,on2,M0MDN3-IF40,M0MDN3-IF26_200717_112413_s0a0_p6-0,-5.803499473320449,-17.202377069862536,-9.22573663490567
51,on2,M0MDN3-IF40,M0MDN3-IF20_200714_090130_s0a0_p6-0,-49.08780829817902,-1.1064551584886084,-6.54737262736528
52,on2,M0MDN3-IF40,M0MDN3-IF20_200728_091620_s0a0_p6-0,-69.34649694621226,-3.8530555901738412,-7.470288112244926
53,on2,M0MDN3-IF40,M0MDN3-IF11_200717_095716_s0a0_p6-0,-13.246525763062808,-5.215962432463454,-2.344838940028058
54,on2,M0MDN3-IF40,M0MDN3-IF11_200702_114201_s0a0_p6-0,-23.991854919366318,-0.9852154560956536,-5.856176030260446
55,on2,M0MDN3-IF40,M0MDN3-IF11_200730_101601_s0a0_p6-0,-1.0959048563298726,-6.072043876096332,-3.6859298522108515
56,on2,M0MDN3-IF40,M0MDN3-IF3_200626_111806_s0a0_p6-0,,,
57,on2,M0MDN3-IF40,M0MDN3-IF3_200724_091136_s0a0_p6-0,-52.934488639873514,-3.27258668032933,-10.636591374841059
58,on2,M0MDN3-IF40,M0MDN3-IF3_200710_103901_s0a0_p6-0,-6.992852755375592,-6.291702107441772,-3.82735246717607
59,on2,M0MDN3-IF40,M0MDN3-IF22_200714_093235_s0a0_p6-0,-8.675972012427602,-7.659099801565489,-7.150409062441829
60,on2,M0MDN3-IF40,M0MDN3-IF22_200728_092244_s0a0_p6-0,-3.149532613987927,-0.7022975537713068,-2.2909890571988014
61,on2,M0MDN3-IF40,M0MDN3-IF1_200626_103303_s0a0_p6-0,-18.176278251368,-3.9798543330400564,-6.310658587532836
62,on2,M0MDN3-IF40,M0MDN3-IF1_200710_103631_s0a0_p6-0,-26.967523463723268,-5.7350893698222265,-5.875765653162907
63,on2,M0MDN3-IF40,M0MDN3-IF16_200806_092512_s0a0_p6-0,-61.36886112492512,-17.453085557891075,-8.895895370221087
64,on2,M0MDN3-IF40,M0MDN3-IF16_200724_104618_s0a0_p6-0,-2.667873560989815,-5.071226712739036,-2.8671209064547245
65,on2,M0MDN3-IF40,M0MDN3-IF16_200710_125100_s0a0_p6-0,-7.437227191592663,-15.966080315355741,-13.492862988868053
66,on2,M0MDN3-IF40,M0MDN3-IF13_200806_084957_s0a0_p6-0,-36.355438456006546,-8.714207397173205,-7.021009443072222
67,on2,M0MDN3-IF40,M0MDN3-IF13_200724_095013_s0a0_p6-0,-80.44099198929429,-9.086343384121827,-13.789337690351447
68,on2,M0MDN3-IF40,M0MDN3-IF13_200710_111458_s0a0_p6-0,-21.78416320013009,-7.001432196600252,-7.617790092327186
69,on2,M0MDN3-IF40,M0MDN3-IF19_200728_091015_s0a0_p6-0,-19.525403046416198,-3.8496896431812795,-4.37140087923479
70,on2,M0MDN3-IF40,M0MDN3-IF19_200714_085128_s0a0_p6-0,-28.056606328561926,-8.101891938533324,-8.37758328729123
71,on2,M0MDN3-IF40,M0MDN3-IF19_200811_091609_s0a0_p6-0,-8.025926963476984,-8.405808611653166,-6.287341132877714
72,on2,M0MDN3-IF40,M0MDN3-IF7_200730_093706_s0a0_p6-0,-20.163121215509097,-3.6970122308064983,-5.551547141639307
73,on2,M0MDN3-IF40,M0MDN3-IF7_200717_091116_s0a0_p6-0,,,
74,on2,M0MDN3-IF40,M0MDN3-IF7_200702_101710_s0a0_p6-0,-15.510460635971304,-1.4251188107285784,-5.065923426149151
75,on2,M0MDN3-IF40,M0MDN3-IF14_200724_100137_s0a0_p6-0,-47.82986986572351,-13.026804225953148,-8.325725639317222
76,on2,M0MDN3-IF40,M0MDN3-IF14_200710_121555_s0a0_p6-0,-26.963426502729686,-1.6405549114186415,-6.738965130732381
77,on2,M0MDN3-IF40,M0MDN3-IF14_200806_085601_s0a0_p6-0,-80.77649557778112,-14.25064727094928,-8.471892814428134
78,on2,M0MDN3-IF40,M0MDN3-IF23_200717_104901_s0a0_p6-0,-47.69827791964313,-9.213423475290174,-9.428369985426297
79,on2,M0MDN3-IF40,M0MDN3-IF23_200813_084503_s0a0_p6-0,-9.537852778147593,-4.663648322680581,-7.282097934311647
80,on2,M0MDN3-IF40,M0MDN3-IF23_200730_102502_s0a0_p6-0,-21.946864682338344,-5.032499485980977,-4.5804524431307625
81,on2,M0MDN3-IF40,M0MDN3-IF6_200702_100502_s0a0_p6-0,-14.655741910530278,-1.1736938257120118,-5.216928236439175
82,on2,M0MDN3-IF40,M0MDN3-IF6_200730_093001_s0a0_p6-0,-19.90365038312374,-1.2689545061368595,-3.982356457111078
83,on2,M0MDN3-IF40,M0MDN3-IF6_200717_090558_s0a0_p6-0,,,
84,on2,M0MDN3-IF40,M0MDN3-IF38_200724_114101_s0a0_p6-0,,,
85,on2,M0MDN3-IF40,M0MDN3-IF38_200807_093902_s0a0_p6-0,-110.46268936783981,-11.366228686299564,-11.197710885107782
86,on2,M0MDN3-IF40,M0MDN3-IF32_200820_091902_s0a0_p6-0,-0.6691615291862854,-4.42089809241302,-2.722998597377109
87,on2,M0MDN3-IF40,M0MDN3-IF32_200807_082912_s0a0_p6-0,-25.174532674330024,-0.7140350863967034,-5.3872363059504575
88,on2,M0MDN3-IF40,M0MDN3-IF32_200724_140200_s0a0_p6-0,-19.384829177161734,-1.4401196229930304,-4.808038786382824
89,on2,M0MDN3-IF40,M0MDN3-IF36_200820_102102_s0a0_p6-0,-7.816716780730743,-1.7291393495933283,-3.5658019913256975
90,on2,M0MDN3-IF40,M0MDN3-IF36_200807_091901_s0a0_p6-0,-14.49584556910859,-1.2174945172749274,-3.813302690379715
91,on2,M0MDN3-IF40,M0MDN3-IF36_200724_123600_s0a0_p6-0,-54.31152793245104,-11.9725441958563,-12.564073376457955
92,on2,M0MDN3-IF40,M0MDN3-IF8_200717_092001_s0a0_p6-0,,,
93,on2,M0MDN3-IF40,M0MDN3-IF8_200702_104658_s0a0_p6-0,-39.93460260991054,-8.966795478078545,-9.213572877169518
94,on2,M0MDN3-IF40,M0MDN3-IF8_200730_094645_s0a0_p6-0,-39.00309549702521,-10.76194810654084,-8.162522158332315
95,on2,M0MDN3-IF40,M0MDN3-IF5_200626_113528_s0a0_p6-0,-69.198168742731,-15.22308824848849,-14.16368671410539
96,on2,M0MDN3-IF40,M0MDN3-IF5_200724_092230_s0a0_p6-0,-2.720289383557603,-3.642776078853944,-4.038301416130977
97,on2,M0MDN3-IF40,M0MDN3-IF5_200710_102306_s0a0_p6-0,-40.68667133778741,-10.146103870367508,-8.700843225489475
98,on2,M0MDN3-IF40,M0MDN3-IF28_200724_144300_s0a0_p6-0,,,
99,on2,M0MDN3-IF40,M0MDN3-IF15_200710_120751_s0a0_p6-0,-12.369824072919274,-8.49462684469253,-6.361967324333347
100,on2,M0MDN3-IF40,M0MDN3-IF15_200806_090507_s0a0_p6-0,-23.512001374524722,-5.666945264393338,-4.669761423394872
101,on2,M0MDN3-IF40,M0MDN3-IF15_200724_105907_s0a0_p6-0,-31.436705448384657,-6.044273865647655,-5.8411169931043245
102,on2,M0MDN3-IF40,M0MDN3-IF17_200724_104101_s0a0_p6-0,-1.826229520850298,-8.634304859037558,-4.847166095952587
103,on2,M0MDN3-IF40,M0MDN3-IF17_200710_124201_s0a0_p6-0,-21.32868300340399,-7.000713087882523,-5.718393600687624
104,on2,M0MDN3-IF40,M0MDN3-IF24_200813_090020_s0a0_p6-0,-15.698178903313844,-3.6576841856932334,-3.4661249224726296
105,on2,M0MDN3-IF40,M0MDN3-IF24_200717_104007_s0a0_p6-0,,,
106,on2,M0MDN3-IF40,M0MDN3-IF24_200730_103806_s0a0_p6-0,,,
